minutes,timestamp,gps,gpsCapability,satsTracked
0.0,485954797,3,30,11
0.0,485954797,3,30,11
0.0,485954797,3,30,11
0.06666666666666667,485954801,3,30,11
0.06666666666666667,485954801,3,30,11
0.06666666666666667,485954801,3,30,11
0.06666666666666667,485954801,3,30,11
0.06666666666666667,485954801,3,30,11
0.13333333333333333,485954805,3,30,11
0.13333333333333333,485954805,3,30,11
0.18333333333333332,485954807,3,30,11
0.18333333333333332,485954807,3,30,11
0.23333333333333334,485954811,3,30,11
0.23333333333333334,485954811,3,30,12
0.23333333333333334,485954811,3,30,11
0.23333333333333334,485954811,3,30,12
0.3,485954819,3,30,12
0.3,485954819,3,30,12
0.3,485954819,3,30,12
0.3,485954819,3,30,12
0.36666666666666664,485954823,3,30,12
0.36666666666666664,485954823,3,30,12
0.43333333333333335,485954827,3,30,12
0.43333333333333335,485954827,3,30,12
0.4666666666666667,485954829,3,30,12
0.4666666666666667,485954829,3,30,12
0.4666666666666667,485954829,3,30,12
0.4666666666666667,485954829,3,30,12
0.55,485954833,3,30,12
0.55,485954833,3,30,12
0.6166666666666667,485954837,3,30,12
0.6166666666666667,485954837,3,30,12
0.65,485954840,3,30,12
0.65,485954840,3,30,12
0.7166666666666667,485954844,3,30,12
0.7166666666666667,485954844,3,30,12
0.7666666666666667,485954848,3,30,12
0.7666666666666667,485954848,3,30,12
0.7666666666666667,485954848,3,30,12
0.7666666666666667,485954848,3,30,12
0.85,485954852,3,30,12
0.85,485954852,3,30,12
0.9166666666666666,485954856,3,30,12
0.9166666666666666,485954856,3,30,12
0.9166666666666666,485954856,3,30,12
0.9166666666666666,485954856,3,30,12
1.0,485954860,3,30,12
1.0,485954860,3,30,12
1.0,485954860,3,30,12
1.0,485954860,3,30,12
1.0666666666666667,485954864,3,30,12
1.0666666666666667,485954864,3,30,12
1.0833333333333333,485954866,3,30,12
1.0833333333333333,485954866,3,30,12
1.1666666666666667,485954870,3,30,11
1.1666666666666667,485954870,3,30,11
1.2333333333333334,485954874,3,30,12
1.2333333333333334,485954874,3,30,11
1.25,485954881,3,30,12
1.25,485954881,3,30,12
1.25,485954881,3,30,12
